index,raw_response
3355,"NO — This study concerns intracardiac echocardiography for patent foramen ovale/atrial septal defect closure (PFO = patent foramen ovale), not exposure to perfluorooctanoic acid (PFOA), PFOS, or related chemicals."
3356,"NO — This is a review of artificial oxygen carriers (hemoglobin- or perfluorocarbon-based) and does not report research on exposure to PFOA, PFOS, their listed analogues, or immune/immunotoxicity outcomes."
3357,NO — This is an in vivo study of perfluorocarbon-based nanoemulsions to enhance MR-guided HIFU tumor ablation in rabbits and does not involve PFOA/PFOS (or listed analogues) nor assess immunotoxicity or immune-related health effects.
3358,NO — This paper studies purification of Pluronic F-68 and effects of unpurified surfactant in rats for perfluorochemical emulsions but does not investigate PFOA/PFOS (or listed analogues) nor specific immunotoxicity outcomes.
3359,"NO — The study uses perfluorooctyl bromide (PFOB), a perfluorocarbon oxygen carrier not listed as PFOA/PFOS or one of the specified analogues, and it examines β-cell hypoxia and insulin secretion rather than immunotoxicity or immune-related effects."
3360,"NO — the study reports PFOA/PFOS serum concentrations and exposure patterns in mother–child pairs but does not evaluate immunotoxicity, toxicity, or immune-related health effects."
3361,NO — This is an analytical-methods paper using perfluorooctanoyl chloride as a derivatizing reagent for phenol quantification and does not study PFOA/PFOS (or listed analogues) exposures nor any immunotoxicity/toxicity or immune-related health effects.
3362,"NO — This is a chemical extraction methods study that only uses a perfluoro-1-octanesulfonic acid salt in the extraction system and does not investigate immunotoxicity, toxicity, or immune-related health effects."
3363,"NO — This study investigates perfluorohexylbromide as a CT contrast agent in dogs, which is not PFOA/PFOS or any listed analogue and does not examine immunotoxicity or immune-related health effects."
3364,NO — The article is a formulation/physical-chemistry review on stability of fluorocarbon emulsions and surfactant-based stabilization and does not report research on PFOA/PFOS (or specified analogues) nor on immunotoxicity/toxicity or immune-related health effects.
3365,"YES — In vitro study of PFOS exposure in human umbilical vein endothelial cells assessing inflammatory-related gene expression, adhesion molecules, ROS, and monocyte adhesion, i.e., immune-related toxic effects."
3366,"YES — Animal (mouse) study of PFOS and PFOA dietary exposure examining immunotoxicity/immune-related effects (changes in leukocytes, macrophages, and enhanced cytokine responses to LPS)."
3367,"NO — This is an exposure biomonitoring study reporting PFOS/PFOA concentrations and demographic associations in delivering women, but it does not assess immunotoxicity, general toxicity, or immune-related health outcomes."
3368,"NO — This study examines the perfluorocarbon blood substitute Fluosol-43 in rabbit hearts (cardioplegia/oxygen delivery) rather than exposure to PFOA, PFOS, or the listed C8 analogues, and it does not investigate immunotoxicity or immune-related outcomes."
3369,"NO — This paper examines photophysics and electrochemistry of phosphorescent thione compounds and OLED suitability, and does not investigate exposure to PFOA/PFOS (or listed analogues) nor any immunotoxicity/toxicity or immune-related health effects."
3370,"NO — The study uses a general perfluorocarbon compound as a filling for an endorectal MRI coil to improve spectroscopy (not specifically PFOA/PFOS or listed analogues) and it investigates imaging quality rather than any immunotoxicity, toxicity, or immune-related health effects."
3371,"NO — although the study uses lithium perfluorooctanesulfonate (LiFOS, a PFOS salt), it is a physico-chemical investigation of micellar properties and solubilization, not an in vitro/animal/human study of toxicity, immunotoxicity, or immune-related health effects."
3372,"NO — This is a biomonitoring study reporting temporal changes in PFOS/PFOA blood concentrations in donors and does not assess toxicity, immunotoxicity, or immune-related health effects."
3373,"YES — Title is ambiguous and does not indicate whether the study involves PFOA/PFOS (or analogues) or immune/toxicity outcomes, so it should be retained for full-text screening."
3374,NO — Materials-chemistry study on π-conjugated polymers (briefly noting perfluorinated alkyl chains) with no mention of PFOA/PFOS (or listed analogues) nor any toxicology or immune-related endpoints.
3375,"NO — This is an environmental occurrence/monitoring study reporting PFOS and related compound concentrations in water, biota, and human blood, but it does not assess toxicity, immunotoxicity, or immune-related health effects."
3376,"NO — This paper describes perfluorohexyl (C6) THAM-derived surfactants and tests emulsification, hemolysis, and acute tolerance in mice, not exposures to PFOA/PFOS (C8) or the listed analogues and does not assess immune-related outcomes."
3377,"YES — the record discusses perfluorocarbon-derived (perfluorinated) nanoparticles, which may overlap with PFOA/PFOS analogues and thus could be relevant to perfluorinated compound exposure and related toxicological/immune effects, though the abstract does not make the connection explicit."
3378,"NO — The paper only uses perfluoro-octanoic acid as a reagent in PFO-PAGE for protein analysis and reports basic ion-channel biophysics, not an exposure study of PFOA/PFOS analogues nor any immunotoxicity/toxicity or immune-related outcomes."
3379,"YES — In vitro study of perfluorooctanoic acid (PFOA) exposure demonstrating dose- and time-dependent cytotoxicity (apoptosis, necrosis) and cell-cycle perturbation in human HepG2 hepatoma cells, satisfying the exposure and toxicity inclusion criteria."
3380,"NO — This is a surface-chemistry study of 1H,1H,2H,2H-perfluorooctyl (and decyl) trichlorosilane self-assembled monolayers and their thermal behavior, not research on PFOA/PFOS (or listed analogues) nor on immunotoxicity/toxicological/biological effects."
3381,"YES — Animal toxicity study administering a perfluorocarbon to preterm lambs (relevant design/outcome), but the record does not specify whether the compound is PFOA, PFOS, or a listed analogue, so exposure relevance is unclear."
3382,"NO — This is an optics/materials science paper about long-range surface plasmon polariton waveguides in perfluorocyclobutane polymer, not a study of PFOA/PFOS (C8) exposures or immune/toxicological effects in humans, animals, or in vitro systems."
3383,"NO — This is an animal study of a perfluorocarbon blood substitute (FC‑43) assessing neonatal hemodynamics and organ blood flow, not exposure to PFOA/PFOS (or listed analogues) nor immune/toxic outcomes."
3384,"NO — This in vitro study examines endothelial damage from Teflon AF (a fluorocarbon polymer)–coated PMMA intraocular lenses and does not investigate PFOA, PFOS, their listed analogues, or immune-related effects."
3385,"NO — the study uses a perfluorocarbon oxygen emulsion (Fluosol-43) for treating decompression sickness in hamsters, not exposure to PFOA/PFOS or the listed C8 analogues and does not investigate PFAS-related immunotoxicity."
3386,"YES — Animal toxicity study of pentadecafluorooctanoic acid (a PFOA-type peroxisome proliferator) and its precursor in rats, reporting hepatic gene-expression changes including pathways related to complement/coagulation and other immune/toxicity-relevant processes."
3387,"YES — Animal study of PFOS and PFOA neurotoxicity after single oral exposure in rats and mice (neurobehavioral, histopathology, chemical assays) demonstrating PFOS-induced convulsions, so it meets the exposure (PFOS/PFOA) and toxicity outcome inclusion criteria."
3388,"NO — This is a materials-science chapter on Teflon amorphous fluoropolymers and applications (membrane transport, sensors, bioassays) and does not describe research on PFOA/PFOS (or analogues) exposure or immune/toxicity outcomes."
3389,"YES — Animal study exposing piglets to FC-77 (a perfluorocarbon) with measurement of pulmonary immune/inflammatory outcomes (IL-6, IL-8, neutrophil counts), though it is unclear whether FC-77 is considered a PFOA/PFOS analogue."
3390,"NO — This study appears to evaluate a perfluorochemical (likely perfluorocarbon) emulsion for hemorrhagic shock resuscitation, not exposure to PFOA/PFOS (or listed analogues) nor immune-related effects."
3391,NO — This is an MRI methods paper using a perfluorocarbon phantom for imaging demonstration and does not study PFOA/PFOS (or analogues) exposures or any immunotoxicity/toxicity or immune-related health effects.
3392,"NO — This is a materials science study of fluoropolymer surface wettability and surface dipoles, not research on PFOA/PFOS (or analogues) exposures or immunotoxicity/toxicity/immune-related health effects."
3393,"YES — Animal study of dietary PFOS exposure in rats reporting toxicologic outcomes (hepatic peroxisome proliferation, altered fatty acid metabolism, hepatomegaly, changes in serum lipids and thyroid hormones), meeting inclusion criteria for PFOS toxicity research."
3394,"NO — although it uses a perfluorochemical blood substitute (Oxypherol), the record does not report exposure to PFOA/PFOS or listed analogues and it studies cardiac intracellular pH/phosphate (not immunotoxicity or immune-related effects)."
3395,"NO — This paper describes targeted ultrasound microbubbles for tumor imaging and only generically mentions ""perfluorocarbon"" gas (not PFOA, PFOS, or listed analogues) and does not investigate immunotoxicity or immune-related health effects."
3396,"NO — This is a cardiovascular physiology study of stretch effects on canine septal microcirculation perfused with a generic perfluorochemical emulsion, not an exposure to PFOA/PFOS (or listed analogues) nor an investigation of immunotoxicity or immune-related effects."
3397,"NO — the study evaluates total liquid ventilation with perfluorocarbons for rapid hypothermia and resuscitation in swine, not exposure to PFOA/PFOS (C8) or their analogues nor immune/toxic outcomes."
3398,"NO — This is a synthetic chemistry study of perfluoroalkyl-substituted fullerenes (CF3, C2F5) and does not involve PFOA/PFOS (C8) exposures nor report any immunotoxicity, toxicity, or immune-related health effects."
3399,YES — Large population study of PFOA (C8) exposure reporting serum PFC levels and extensive health data designed to support epidemiologic assessment of health/toxic effects related to PFOA exposure.
3400,"NO — The paper examines environmental photolytic degradation of PFOA in aqueous solution (chemistry/engineering focus) and does not report any human, animal, or in vitro toxicity or immune-related health effects."
3401,"NO — This is a molecular/genetic study of PFAAP5/N4BP2L2 and neutrophil elastase in inherited neutropenia and does not involve PFOA, PFOS, or related perfluorinated compound exposures."
3402,"NO — Measures PFOA and other PFCA concentrations in breast milk and infant formula (exposure assessment) but does not report immunotoxicity, toxicity, or immune-related health outcomes."
3403,"NO — The study used an evaporative ""perfluorochemical"" for head cooling in pigs and evaluated myocardial function after resuscitation, but it does not report exposure to PFOA/PFOS (or specified analogues) nor assess immunotoxicity/toxicity or immune-related health effects."
3404,NO — This is a materials-science study of a fluorinated conjugated polymer for photovoltaic cells (PBnDT-FTAZ) and does not involve PFOA/PFOS (or analogues) nor any human/animal/in vitro immunotoxicity or immune-related health effects.
3405,"YES — The title indicates concerns about a common perfluorinated surfactant (likely PFOA/PFOS or an analogue) and may address toxicity or health effects, though the record lacks detail to confirm."
3406,"NO — This is an HPLC analytical method for lidocaine/epinephrine/methylparaben injectable solutions and does not mention PFOA, PFOS (or C8 analogues) nor any immunotoxicity/toxicity outcomes."
3407,"NO — This is an environmental/analytical study quantifying fluorochemicals in landfill leachate (occurrence data) and does not report human, animal, or in vitro research on toxicity, immunotoxicity, or immune-related health effects."
3408,"NO — This study concerns ultrasound-triggered delivery using perfluorocarbon droplets in rats and does not report exposure to PFOA, PFOS, or the specified analogue compounds nor examine immune-related outcomes."
3409,YES — Animal study reporting administration of perfluorooctanoic acid (PFOA) that induced marked hepatomegaly and evaluates its potential hepatocarcinogenic (toxic) effects.
3410,"YES — Reports PFOS binding to serum proteins and its ability to displace steroid hormones in avian/fish sera and in vitro (BSA) assays, directly addressing PFOS toxicity/biologic interactions."
3411,"NO — This is an analytical chemistry methods paper describing CE-ESI-MS detection of perfluorooctanoate in water, not a human/animal/in vitro study of toxicity, immunotoxicity, or immune-related health effects."
3412,"NO — This is an environmental photolysis/chemistry study of 8:2 fluorotelomer alcohol and its transformation products (including formation of PFOA) and does not investigate immunotoxicity, toxicity, or immune-related health effects in human, animal, or in vitro systems."
3413,"NO — reports PFOS levels and temporal trends in amniotic fluid (exposure assessment) but does not evaluate immunotoxicity, toxicity, or immune-related health outcomes."
3414,"YES — Animal developmental toxicity study of perfluorooctanesulfonate (PFOS) and the PFOS-analogue N‑EtFOSE in rats and rabbits, reporting maternal and fetal toxic effects."
3415,"NO — This case report describes use of Fluosol‑DA (a perfluorochemical oxygen carrier) for surgical management, not exposure to PFOA/PFOS or listed analogues and it does not address immunotoxicity, toxicity, or immune-related health effects."
3416,"YES — The record discusses perfluorocarbons and their toxicity in the context of liquid ventilation, so it may involve PFOA/PFOS-type compounds (though specific PFOA/PFOS/C8 synonyms are not explicitly named)."
3417,"NO — Measures PFOS/PFAs in fish and effects of cooking on concentrations (exposure assessment), but does not study immunotoxicity or other toxicity/health effects."
3418,"NO — This is a materials-chemistry study using PFOA as a surfactant/cotemplate for silica synthesis and does not examine human, animal, or in vitro toxicity or immune-related health effects."
3419,"NO — this study measures airborne nicotine/secondhand tobacco smoke in housing and does not involve PFOA, PFOS, or related perfluorinated compounds nor examine their immune/toxic effects."
3420,"NO — This is a materials-chemistry study on fluorinated polymer surface structuration (F-hexyl/F-octyl tails) for superoleophobic coatings, not a PFOA/PFOS (C8) exposure or immunotoxicity/toxicology study in humans, animals, or cells."
3421,"YES — Animal study of prenatal PFOA (with MeHg) exposure assessing neurobehavioral toxicity and tissue mercury distribution in rat offspring, meeting the exposure and toxicity inclusion criteria."
3422,"YES — The abstract mentions use of a ""perfluorochemical"" medium (potentially a perfluorinated compound related to PFOA/PFOS), so the exposure is unclear and could meet the inclusion criterion even though the study primarily reports in vitro laser angioplasty effects rather than explicit immunotoxicity outcomes."
3423,"YES — Animal (rat) study of PFOA (and PFDA) examining covalent protein binding and hepatic/peroxisome-related toxicity, meeting exposure and toxicity criteria."
3424,"NO — This is a synthetic chemistry methods paper about ionic-liquid-promoted cross-coupling of generic perfluoroalkyl/pentafluorophenyl halides and does not study PFOA/PFOS (or listed analogues) exposures, nor any immunotoxicity or immune-related health effects."
3425,"NO — This study investigates microbial long-chain fatty acid biosynthesis in marine environments (pfaA/KS domains, EPA/DHA production) and does not involve PFOA/PFOS (or analogues) nor assess toxicity or immune-related effects."
3426,"NO — This study reports serum concentrations and temporal/geographic patterns of perfluorocarboxylates in humans but does not assess toxicity, immunotoxicity, or immune-related health effects."
3427,NO — This study evaluates automated streamwater sampling for total mercury analysis and does not involve PFOA/PFOS (or analogues) nor examine immunotoxicity or immune-related health effects.
3428,"NO — this study focuses on perflubron (a perfluorocarbon used for liquid ventilation) and evaporative loss in lungs, not exposure to PFOA/PFOS or the listed analogues nor immune-related outcomes."
3429,"NO — This is an analytical chemistry methods paper about perfluoroalkylated peptide derivatization for GC–MS protein sequencing, not a study of PFOA/PFOS (or listed analogues) exposures or immune/toxicity effects."
3430,"NO — The paper reports surgical outcomes of retinal detachment using perfluorocarbon (PFO) during vitrectomy but does not investigate PFOA/PFOS exposures, toxicity, or immune-related/immunotoxic outcomes."
3431,"NO — Method development for detecting PFOS/PFOA in drinking water (analytical HPLC-MS/MS) and does not report any toxicity, immunotoxicity, or immune-related health effects."
3432,"NO — This is a synthetic/physical chemistry study of compounds containing heptafluoropropyl (C3F7) groups and their reactions, not research on PFOA/PFOS (C8) or immune/toxicity outcomes."
3433,"NO — This is a biomonitoring study reporting serum PFOS/PFOA concentrations and temporal/spatial trends and does not assess toxicity, immunotoxicity, or immune-related health outcomes."
3434,"NO — The article discusses liquid ventilation with perfluorocarbons and extracorporeal support for ARDS, not exposure to PFOA/PFOS (or listed C8 analogues) nor immunotoxicity/toxicity outcomes related to those compounds."
3435,"NO — This rat study investigates partial liquid ventilation using unspecified perfluorocarbons for salt-water lung injury and does not report exposure to PFOA, PFOS or the listed analogues nor focus on immunotoxicity."
3436,"YES — In vitro study exposing COS-1 cells to PFOA, PFOS and other perfluoroalkyl acids that assesses activation of mouse and human PPARα, a toxicity-relevant mechanism of PFAA effects."
3437,"NO — Human cohort study measuring prenatal PFOS/PFOA but reports fetal and postnatal growth outcomes (developmental size), not immunotoxicity, toxicity, or immune-related health effects."
3438,"YES — Animal study exposing rats to perfluorooctanoic acid (PFOA) that investigates hepatic effects and tumor-promoting toxicity of peroxisome proliferators, meeting the exposure and toxicity inclusion criteria."
3439,"YES — Cross-sectional human study of occupational exposure to PFOA (APFO) examining effects on lipids and liver enzymes, i.e., toxicological health outcomes."
3440,NO — This is an ophthalmic surgical case series on removal of retained intraocular perfluorocarbon liquid and does not study PFOA/PFOS (C8) exposures or immunotoxicity/immune-related health effects.
3441,NO — This is a materials-science study of surface-fluorinated polymer/silica membranes for fuel cells and does not involve PFOA/PFOS (C8) or their analogues nor report any human/animal/in vitro immunotoxicity or immune-related health effects.
3442,"NO — This is an ophthalmic surgical case series using perfluorocarbon liquids (PFCL) for vitrectomy, not a study of PFOA/PFOS (or listed analogues) exposure or immune-related toxicity."
3443,NO — This study uses radiopaque perfluorocarbon emulsions for imaging (not PFOA/PFOS or listed C8 analogues) and reports angiography/organ opacification in rats rather than immunotoxicity or immune-related health effects.
3444,"NO — this study tests aryl polyfluoro 1,3-diketone insecticides for ectoparasiticidal efficacy in cattle and does not report exposure to PFOA/PFOS (or listed analogues) nor any immunotoxicity or immune-related outcomes."
3445,"NO — This is an LCA study of embodied energy and greenhouse-gas emissions (mentions general ""perfluorocarbons"") and does not study PFOA/PFOS (or listed analogues) exposures or immune/toxicity outcomes in humans, animals, or in vitro systems."
3446,"NO — The study tests perfluorotetramethylcyclohexane (a perfluorocarbon vitreous substitute) in rabbits, not PFOA, PFOS, or the specified analogues, so it does not meet the exposure inclusion criteria."
3447,"YES — The study examines perflubron (perfluorooctyl bromide, a perfluorinated C8 perfluorocarbon) exposure in vitro and reports effects on endothelial and macrophage activation by LPS, i.e., immune-related toxicological outcomes."
3448,"YES — Case series describing febrile/leukocytic reactions after exposure to a fluorine-containing/fluorocarbon polymer lubricant (potential PFAS exposure), but the report does not specifically identify PFOA, PFOS, or a listed analogue, so relevance is unclear."
3449,NO — this is a materials/drug-delivery study describing synthesis of perfluoroalkyl-modified cyclodextrins for acyclovir encapsulation and does not report exposure to PFOA/PFOS (C8) analogues nor any immunotoxicity/toxicity or immune-related health outcomes.
3450,NO — This is a randomized clinical trial comparing everolimus- and paclitaxel-eluting stents for coronary artery disease and does not involve PFOA/PFOS (or listed analogues) exposures or immune-related toxicity outcomes.
3451,"NO — This article describes bacterial gene regulation in Clostridium perfringens (VirR/VirS system) and does not involve PFOA, PFOS, their analogues, or immune/toxicological effects."
3452,"NO — This paper measures atmospheric emissions of short-chain perfluorocarbons (PFC-116, PFC-218, PFC-318; C2–C4) and does not study PFOA/PFOS (C8) or report any toxicologic or immune-related health effects."
3453,"NO — This is an analytical chemistry methods paper on laser desorption mass spectrometry (including perfluorinated polyethers), not a study of PFOA/PFOS (or listed analogues) nor of immunotoxicity/toxicity or immune-related health effects."
3454,"NO — The study examines cysteine metabolism in isolated rat hindquarters (not immunotoxicity) and only mentions a perfluorochemical emulsion FC-43 (not PFOA/PFOS or listed analogues), so it does not meet the exposure or endpoint criteria."
3455,"NO — The study investigates perfluorodecalin (a perfluorocarbon used in eye surgery), not PFOA, PFOS, or any of the listed C8 analogues, so it does not meet the exposure inclusion criteria."
3456,"NO — This is an engineering study on nanofiltration removal and membrane interactions of perfluorochemicals, not research on biological toxicity, immunotoxicity, or immune-related health effects."
3457,NO — The record discusses treatment of acute respiratory failure and mentions perfluorocarbons as a therapeutic approach but does not involve PFOA/PFOS (or listed analogues) exposures nor study immunotoxicity or immune-related effects.
3458,"NO — This is a materials/chemistry study about a fluorous surfactant gelating perfluorocarbons (bromoperfluorooctane, perfluorodecalin) and does not mention PFOA/PFOS (or listed analogues) nor any immunotoxicity/toxicity or immune-related outcomes."
3459,"NO — This dog study tests a Fluosol‑DA perfluorochemical emulsion as an echocardiographic contrast agent (a perfluorocarbon), not PFOA/PFOS or the listed C8 analogues, and it does not address immunotoxicity or immune-related health outcomes."
3460,"YES — Reviews toxicokinetics and toxicity of PFOA in humans and animals, directly addressing PFOA exposure and its toxic effects."
3461,"NO — The study describes antifouling block copolymers with grafted fluorinated molecules for marine adhesion research and does not involve PFOA/PFOS (or listed analogues) exposures nor report immunotoxicity, toxicity, or immune-related health effects."
3462,"YES — Study investigates effects of PFOS exposure in the bumblebee Bombus terrestris, reporting mortality, reproductive toxicity, bioaccumulation, and mechanistic endpoints (mitochondrial impairment and endocrine disruption)."
3463,"NO — This is an exposure biomonitoring study reporting PFOA/PFOS plasma concentration changes and half-life in residents, but it does not assess immunotoxicity, toxicity, or immune-related health outcomes."
3464,"NO — This is a mathematical modeling study of partial liquid ventilation using generic perfluorocarbons (PFC) and addresses alveolar gas exchange, not exposure to PFOA/PFOS (or listed C8 analogues) nor immunotoxicity or immune-related health effects."
3465,"NO — This rabbit study uses perfluorocarbon liquid ventilation for rapid cardioprotective cooling and does not specify exposure to PFOA/PFOS (or listed analogues) nor assess immunotoxicity, toxicity, or immune-related health effects."
3466,NO — This is a conference round-table on liquid ventilator design/perfluorocarbon application and does not report research on PFOA/PFOS (or the listed analogues) nor on immunotoxicity/toxicity or immune-related health outcomes.
3467,"NO — This is an organic chemistry study of perfluoroalkyl-substituted oxadiazole reaction mechanisms, not research on PFOA/PFOS (or specified analogues) exposure nor on immune/toxicological effects in humans, animals, or in vitro systems."
3468,"NO — This is a surgical study of intraoperative perfluoro‑N‑octane (a perfluorocarbon liquid) for retinal detachment outcomes and does not investigate PFOA/PFOS (perfluorooctanoic acid/perfluorooctane sulfonate) exposure, analogues' systemic toxicity, or immune/immunotoxic effects."
3469,"NO — This methods paper describes solid-phase microextraction analysis of polar solvents (e.g., alcohols, ketones) and does not mention PFOA/PFOS (or analogues) nor report immunotoxicity or immune-related health effects."
3470,"NO — The study uses perfluorodecalin as an oxygen reservoir (a perfluorocarbon), not PFOA/PFOS or listed analogues, and it investigates HeLa cell culture methods rather than immunotoxicity or immune-related health effects."
3471,"NO — This is a clinical echocardiography study of patent foramen ovale and thromboembolic events with no mention of PFOA, PFOS, their analogues, or related immunotoxicity/toxicity outcomes."
3472,"NO — This is a medicinal chemistry/pharmacology study synthesizing perfluoroalkyl-substituted carbonic anhydrase inhibitors and testing ocular efficacy in rabbits, not a study of PFOA/PFOS (or analogue) exposure-related immunotoxicity, systemic toxicity, or immune outcomes."
3473,"NO — The study uses FC-75 perfluorocarbon for liquid ventilation in preterm lambs and assesses respiratory/lung-injury outcomes, not exposure to PFOA/PFOS (or the listed analogues) nor immune-related effects."
3474,"NO — Environmental monitoring study measuring PFC concentrations in wastewater and river water (including PFOA), with no human/animal/in vitro toxicity, immunotoxicity, or immune-related health effects assessed."
3475,"NO — This is a molecular dynamics study of semifluorinated alkane diblock copolymers' interfacial physical properties and does not involve PFOA/PFOS (or listed analogues), nor does it address toxicology, immunotoxicity, or health effects."
3476,"NO — The study exposes animals to perfluoro-octyl bromide (PFOB), a perfluorocarbon used as an emulsion, which is not PFOA, PFOS, or any of the listed C8 analogues specified for inclusion."
3477,"NO — This is a materials-focused 19F solid-state NMR study of vinylidene fluoride polymers (PVDF and a telomer), not research on PFOA/PFOS (or listed analogues) nor on immunotoxicity/toxicity or immune-related health effects."
3478,"NO — This is a general lecture about perfluorochemical (perfluorocarbon) blood substitutes (Fluosol-DA) and clinical use, not research on exposures to PFOA/PFOS (or listed analogues) or immune/toxicological outcomes."
3479,"NO — This is an engineering paper on NMR microcoil design and perfluorocarbon susceptibility matching, not a study of PFOA/PFOS (or listed analogues) exposure or any immunotoxicity/immune-related health effects."
3480,"NO — This is a surgical feasibility study using perfluorocarbon liquid for retinal grafting (ophthalmic technique and visual outcomes), not a study of PFOA/PFOS (or analogues) exposure-related toxicity, immunotoxicity, or immune health effects."
3481,"NO — The study investigates nanobubbles using perfluoropentane as the perfluorocarbon core and does not examine PFOA, PFOS, or any of the listed C8 analogues, so it does not meet the exposure criterion (despite assessing neutrophil immunotoxicity)."
3482,"NO — Although a perfluorochemical (PFC) was used for organ preservation, the paper studies ATP levels and graft viability in canine pancreas transplants (not PFOA/PFOS/C8 exposure specifically nor immunotoxicity/toxicity or immune-related health outcomes)."
3483,"NO — This is an environmental monitoring study reporting temporal concentrations of PFCAs/PFOS in marine mammal tissues and does not assess immunotoxicity, toxicity, or immune-related health effects."
3484,"NO — Although the study uses a perfluorinated surfactant (lithium perfluorooctane sulfonate, a PFOS analogue), it investigates chromatographic/groundwater transport of pollutants rather than any immunotoxicity, toxicity, or immune-related health effects."
3485,"NO — this is an ultrasound thrombolysis study using perfluorocarbon-filled contrast bispheres, not exposures to PFOA/PFOS (or listed C8 analogues) and it does not examine toxicity or immune-related effects."
3486,"NO — This study examines free amino acid profiles in mussels following the Prestige oil spill and reports PAH contamination, with no mention of PFOA/PFOS (or listed analogues) or immune-related effects."
3487,NO — This is a chemistry/catalysis study using perfluoroalkylbenzenes as surfactants in supercritical CO2 and does not investigate PFOA/PFOS (or listed analogues) exposure nor any immunotoxicity or immune-related health effects.
3488,"YES — Reports a toxic ocular complication (retinal hole) from long-standing subretinal perfluorocarbon liquid exposure (perfluoro-n-octane/PFO), which is a perfluorinated compound and therefore relevant to PFO/PFOS-type toxicity."
3489,NO — Describes perfluorocarbon liquids as oxygen/CO2 solvents and their hepatic retention/excretion but does not mention PFOA/PFOS (or listed analogues) nor immune-related outcomes.
3490,NO — This paper describes methods and findings on human chromosome ultrastructure and does not study PFOA/PFOS (or listed analogues) nor any immunotoxicity/toxic or immune-related health effects.
3491,"NO — this animal study uses the perfluorochemical FC‑47 (a perfluorocarbon oxygen carrier), which is not PFOA/PFOS or any listed analogue, and it reports cochlear physiology outcomes rather than immunotoxicity/toxic or immune-related health effects."
3492,"YES — The study involves exposure to a perfluoroorganic compound (perfluoran, a perfluorocarbon emulsion) and reports effects on renal inflammation/pyoinflammatory reactions and sepsis, which are immune-related outcomes."
3493,"NO — This is an exposure-assessment study estimating dietary intake of PFOS/PFOA in Catalonia and does not investigate toxicity, immunotoxicity, or immune-related health effects."
3494,YES — PBPK modeling study of PFOA and PFOS in human pregnancy and lactation addressing pharmacokinetics relevant to developmental/toxicological risk in fetus and infant.
3495,"NO — Although PFOA and PFOS were measured, this is an environmental monitoring study of PFAS concentrations in snow and water (no human/animal/in vitro experiments or toxicity/immunotoxicity outcomes)."
3496,"NO — This is a methods/review article on preparing and applying molecularly imprinted polymer microspheres for chromatography and analysis, not a study of PFOA/PFOS (or analogues) exposures or immune/toxicity outcomes."
3497,"NO — This study examines UV/VUV photochemical degradation of PFOA in different water matrices (environmental treatment/engineering), not any human/animal/in vitro investigation of toxicity, immunotoxicity, or immune-related health effects."
3498,"NO — this study reports materials surface analysis of fluoropolymer stent coatings and mechanical deformation effects, with no mention of PFOA/PFOS (or listed analogues) or any immunotoxicity/toxicity/immune-related biological outcomes."
3499,"NO — The study describes nano-bubble contrast agents containing generic perfluorocarbon gases and focuses on acoustic/imaging properties, not exposure to PFOA/PFOS (or listed analogues) nor immunotoxicity/toxicity or immune-related outcomes."
3500,"NO — This is a clinical guideline about patent foramen ovale and scuba diving management and does not involve exposure to PFOA, PFOS, or related perfluorinated chemicals nor study immunotoxicity/toxic effects."
3501,"NO — This is an animal study of liquid perfluorocarbon ventilation measuring respiratory gas exchange in cats, not an exposure to PFOA/PFOS (or listed analogues) and it does not assess immunotoxicity or immune-related health effects."
3502,"YES — Animal study administering intratracheal perfluorocarbon (a perfluoroalkyl substance) to rabbits and assessing pulmonary/toxicologic outcomes, though the specific compound (PFOA/PFOS) is not specified, so relevance is unclear."
3503,"YES — In vitro study examining PFOA, PFOS and related perfluoroalkyl substances' inhibition of human and rat steroidogenic enzymes (3β-HSD and 17β-HSD3), addressing toxic/endocrine effects of these PFAS."
3504,"NO — This is a gas-phase structural/quantum-chemical study of perfluorinated dimethylvinylamine (not PFOA, PFOS, or the listed C8 analogues) and does not investigate toxicity, immunotoxicity, or immune-related health effects."
3505,"NO — The study examines singlet-oxygen detection for photodynamic therapy using a perfluoroalkylated photosensitizer (F64PcZn) in pig skin, not exposure to PFOA/PFOS (or listed C8 analogues) nor immunotoxicity/toxicity outcomes."
3506,"YES — Animal study of PFOA in rats examining testosterone-mediated differences in renal excretion (toxicokinetics), relevant to PFOA toxicity."
3507,"NO — This is an environmental monitoring study quantifying PFOA/PFOS releases from a wastewater treatment plant and does not report any human, animal, or in vitro toxicity or immune-related health effects."
3508,"YES — Human study measuring serum PFOS and PFOA (and other PFCs) and reporting associations with ADHD, a toxicity-related health outcome, so it meets the exposure and toxicity criteria."
3509,NO — This is an animal imaging study using perfluorocarbon nanoparticles to detect angiogenesis and does not involve PFOA/PFOS (or listed analogues) exposures nor assess immunotoxicity or immune-related health effects.
3510,"NO — This is an environmental water-treatment study on removal/adsorption of PFOA from surface water using coagulation/PAC and does not assess toxicity, immunotoxicity, or immune-related health effects in humans, animals, or in vitro."
3511,"YES — PFOS exposure is directly studied in vitro (rat hepatoma cells) and in vivo (Sprague-Dawley rats) with gene expression profiling revealing toxicological pathways (e.g., peroxisomal fatty acid β-oxidation), meeting the exposure and toxicity criteria."
