index,raw_response
3259,"YES — The title is ambiguous and could concern chemicals in plastics (including BPA or analogues) and health effects, but the record lacks details to determine exposure, outcomes, or study design."
3260,NO — This is an in vitro dental study of crown marginal opening and microleakage with various luting cements and does not mention bisphenol A (or listed analogues) nor any obesity-related outcomes.
3261,"NO — The paper examines acute toxicity, mutagenicity, and estrogenicity of BPA and its biodegradation products using Daphnia and in vitro assays and does not report any obesity-related outcomes."
3262,NO — This is an environmental chemistry study on oxidative degradation products of BPA in water using Fenton reactions and does not report any obesity-related outcomes or human/animal/in vitro exposure effects.
3263,NO — This is an analytical study measuring migration of BPA from baby bottles and does not report any outcomes related to obesity.
3264,NO — This is a dental materials study of resin–dentin bond durability and nanoleakage with no assessment of bisphenol A (or its analogues) exposure or any obesity-related outcomes.
3265,NO — This study quantifies bisphenol A leaching from plastic waste using GC/MS but does not report any outcomes related to obesity.
3266,NO — The study measures migration/levels of bisphenol A in food/contact materials but does not report any obesity-related outcome measures.
3267,"NO — Methods-focused analytical chemistry paper on LC/MS/MS detection of BPA and halogenated derivatives in water, with no human/animal/in vitro exposure study or any obesity-related outcomes reported."
3268,NO — This dental materials study investigates 2% chlorhexidine effects on dentin bonding and nanoleakage and does not involve bisphenol A (or listed analogues) nor report any obesity-related outcomes.
3269,"NO — although bisphenol A is tested, the study reports in vitro chromosome aberrations/genotoxicity and cytotoxicity, not any obesity-related outcomes."
3270,NO — This clinical study compares dental isolation methods for sealant retention and does not report any exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes.
3271,NO — the study examines electrophysiological effects of BPA on GABA(A) receptors in acutely dissociated rat CA3 neurons (neurophysiology/in vitro) and does not report any obesity-related outcomes.
3272,NO — This is an in vitro dental materials study of Er:YAG laser effects on dentin–composite bond strength and does not investigate bisphenol A (or its analogues) exposure or any obesity-related outcomes.
3273,"NO — the record examines occurrence and removal of bisphenol A in wastewater and soil-column treatment studies (environmental/engineering focus) and does not report any obesity-related outcomes in human, animal, or in vitro experiments."
3274,NO — This is an analytical methods/environmental chemistry paper that only mentions bisphenol A as a chemical tested by the SALDI-MS method and does not report any obesity-related outcomes or human/animal/in vitro exposure studies.
3275,NO — This is an analytical/physicochemical study of cyclodextrin binding to various bisphenols and a BPA-polymer (using electrochemical and plasmon resonance methods) and does not report any obesity-related outcomes or biological (human/animal/in vitro) endpoints.
3276,"NO — The study examines fungal biodegradation and toxicity of BPA in environmental matrices and does not report any obesity- or metabolic-related outcomes in human, animal, or relevant in vitro models."
3277,YES — Animal study of perinatal exposure to BPA (1 ppb) in CD-1 mice reporting outcomes related to body weight/growth and metabolic syndrome/glucose intolerance.
3278,"NO — This animal study examines serum pharmacokinetics of BPA after dietary vs. bolus exposure but does not report any obesity-related outcomes (e.g., body weight, adiposity, metabolic markers)."
3279,NO — This in vitro dental study examines composite polishing and microleakage and does not involve exposure to BPA or the listed analogues nor report any obesity-related outcomes.
3280,"YES — Animal study of bisphenol A with multigenerational exposure reporting growth-related endpoints (survival/growth/hatching success) in fathead minnows, which are relevant or potentially related to obesity-related outcomes."
3281,NO — Animal study of dental adhesive resins' local biocompatibility/inflammation in rats that does not report exposure to BPA or the listed analogues nor any obesity-related outcomes.
3282,NO — This rat study examines prenatal BPA effects on uterine morphology and estrogen receptor expression but does not report any obesity-related outcomes.
3283,"NO — Although the study exposes zebrafish embryos to bisphenol A, it reports neurodevelopmental outcomes (aromatase expression, mortality, hatching, curved-tail phenotype) and does not report any obesity- or adiposity-related measures."
3284,"NO — The record concerns dental pit and fissure sealants and does not mention bisphenol A (or specified analogues) nor any obesity-related outcomes, so it does not meet the exposure or outcome criteria."
3285,"NO — This materials study measures shrinkage, exotherm, and thermal expansion of dental resin-composites and does not investigate bisphenol A (or listed analogues) exposure or any obesity-related outcomes."
3286,NO — This in vitro dental sealant microleakage study does not mention bisphenol A or the listed analogues and reports dental/sealant outcomes rather than any obesity-related measures.
3287,NO — This is a biomonitoring/methods study measuring free and conjugated BPA in human urine and serum and does not report any obesity-related outcomes.
3288,"NO — This is an analytical-method study detecting bisphenol A in environmental water and does not report any biological outcomes related to obesity nor involve human, animal, or in vitro exposure studies."
3289,"NO — The study is an in vitro investigation of mechanical impact strength of tooth fragment bonding using composite resin, with no mention of BPA or its analogues and no outcomes related to obesity."
3290,NO — This is a dental bleaching study measuring dentin bond strength after hydrogen peroxide treatment and does not involve bisphenol A (or its analogues) exposure nor report any obesity-related outcomes.
3291,NO — This is an in vitro study of bracket bond strength on bovine enamel and does not involve bisphenol A or its analogues nor report any obesity-related outcomes.
3292,NO — the study reports effects of BPA on aromatase gene expression in rare minnow juveniles but does not measure or report any obesity-related outcomes.
3293,NO — This is a clinical evaluation of dental sealant retention (Concise and Prisma Shield) with no mention of bisphenol A or its analogues and no obesity-related outcomes.
3294,NO — The record describes a dental adhesive resin clinical application (Cavex Clearfil) with no mention of bisphenol A or its specified analogues nor any obesity-related outcomes.
3295,NO — This is a dental implant/material technique paper with no mention of bisphenol A or the specified analogues and it reports no obesity-related outcomes.
3296,"NO — This is a materials study of dental composites (physical/thermal properties) and does not assess exposure to BPA or its specified analogues nor any obesity-related outcomes, despite noting Bis-GMA in the polymer matrix."
3297,NO — this is a dental materials study of bonding agents and polymerization/bond strength with no mention of bisphenol A or the listed analogues and no obesity-related outcomes.
3298,NO — This record discusses orthodontic bonding techniques and does not mention bisphenol A (or specified analogues) nor any obesity-related outcomes.
3299,"NO — The record is a general review of BPA/phthalate migration and reports effects on reproductive, endocrine, and nervous systems but does not report any outcome measures related to obesity."
3300,NO — The study examines BPA (and related compounds) effects on estrogen-responsive gene expression in male medaka (an animal model) but does not report any outcomes related to obesity.
3301,NO — The study examines prenatal risk factors for male genital malformations and only mentions bisphenol A among many EDCs in the background without reporting measured BPA/analogue exposure or any obesity-related outcomes.
3302,"NO — This in vitro study examines photopolymerization of a BisGMA/HEMA dental resin (not one of the specified BPA exposures) and reports polymerization outcomes, not any obesity-related measures."
3303,"NO — the study exposes PEO4 cells to Bisphenol A (BPA) in vitro but reports effects on proliferation/apoptosis gene expression in ovarian cancer cells, not any obesity-related outcomes."
3304,"NO — Although the study includes bisphenol A exposure in zebrafish, the reported outcomes are gene-expression markers for detoxification and immune disruption, not any obesity-related measures."
3305,NO — Measures urinary BPA concentrations in a US population sample but does not report any obesity-related outcome measures.
3306,NO — This dental materials study examines color and translucency changes of resin composites and glass ionomers and does not report exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes.
3307,NO — the paper examines BPA effects on oocyte maturation (GVBD) in fish in vitro and does not report any obesity-related outcomes.
3308,"NO — Although the study exposes rainbow trout hepatocytes to bisphenol-A, the reported outcomes are estrogenic endpoints (vitellogenin and estrogen receptor mRNA expression) and temperature effects, not any measures related to obesity."
3309,NO — The study examines collagen removal and shear bond strength of dental adhesives in bovine dentin and does not involve exposure to bisphenol A or its specified analogues nor report any obesity-related outcomes.
3310,NO — This dental materials study does not mention bisphenol A (or specified analogues) nor report any obesity-related outcomes.
3311,"NO — This is an analytical wastewater monitoring/methods study that detects BPA among many chemicals but does not assess BPA exposure effects nor report any obesity-related outcomes in human, animal, or in vitro studies."
3312,NO — Human dietary intervention measuring urinary BPA and DEHP concentrations (exposure biomarkers) but it does not report any obesity-related outcomes.
3313,NO — The paper describes synthesis of a BPA artificial antigen and development of an immunoassay (with antibody production in mice) but does not report any outcomes related to obesity.
3314,"NO — the study examines BPA effects on embryonic development and larval swimming behavior in Ciona intestinalis, not any outcome measure related to obesity."
3315,"NO — The study examines microbial degradation of estradiol/ethinyl estradiol and only mentions bisphenol A as a non-transformed xenoestrogen, without any exposure experiments or outcomes related to obesity."
3316,"NO — This in vitro dental materials study examines dentin adhesive systems and shear bond strength of ceramic restorations, not exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes."
3317,NO — This in vitro dental materials study examines failure loads of composite dental prostheses and luting cements and does not investigate exposure to BPA or the listed bisphenol analogues nor report any obesity-related outcomes.
3318,NO — an in vitro dental-restoration study on compomer-composite adaptation that does not investigate bisphenol A (or the listed analogues) nor report any obesity-related outcomes.
3319,"NO — This is a materials study of dental resin monomers (BisGMA, TEGDMA, BisEMA) reporting viscosity, degree of conversion, and flexural strength, not BPA (or analogue) exposure-related health outcomes nor any obesity-related measures."
3320,NO — the study investigates capsaicin-induced apoptosis in colon cancer cells (using bisphenol A diglycidyl ether as a PPARγ antagonist) and does not examine BPA/specified analogues as the exposure of interest nor report any obesity-related outcomes.
3321,"YES — The title is ambiguous and does not indicate whether it reports research on BPA or its analogues or obesity outcomes (appears to be a news/commentary about Canada's toxic list), so it should be retained for further review."
3322,"NO — This is an analytical chemistry/water-monitoring study that measures BPA in drinking water and does not report any obesity-related outcomes or present human, animal, or in vitro research on obesity."
3323,NO — This is a dental materials study on resin–dentin bond strength and does not mention exposure to bisphenol A (or its analogues) nor report any obesity-related outcomes.
3324,"NO — This is an analytical chemistry methods paper for detecting BPA and nonylphenol in drinking water and does not report any obesity-related outcomes or an experimental/observational human, animal, or in vitro study."
3325,"NO — Although the study examines bisphenol A as an inhibitor in biochemical/cytotoxicity assays, it does not report any outcomes related to obesity (it focuses on SV40 large T antigen ATPase inhibition and cytotoxicity)."
3326,NO — Studies BPA metabolism in cell lines (in vitro) but does not report any outcomes related to obesity.
3327,"NO — although the study examines BPA exposure in vitro, it reports apoptotic and cell-cycle effects in leukemia cells, not any obesity-related outcomes."
3328,NO — the paper is an in vitro dental resin polymerization study that includes bisphenol-A derivatives in the material composition but reports no outcomes related to obesity.
3329,NO — This record describes a dental composite cement for restorations and does not mention bisphenol A/analogues or any obesity-related outcomes.
3330,NO — This is a review of phosphorus flame retardants that only briefly mentions bisphenol-A diphenyl phosphate (BADP) as a substitute and does not report exposure to BPA/specified analogues or any obesity-related outcomes.
3331,NO — the study reports an analytical biomonitoring method and urinary BPA levels but does not assess or report any outcomes related to obesity.
3332,NO — this is a dental materials study of marginal adaptation of BIS-GMA-based composites and does not report BPA (or listed analogue) exposure or any obesity-related outcomes.
3333,NO — The study concerns dental varnish and sealing defects of Adaptic/Concise fillings and does not report exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes.
3334,"NO — The study includes bisphenol A exposure but investigates prostate growth/branching and EGF/IGF-1 expression in fetal mouse organ culture, with no outcomes or measures related to obesity."
3335,NO — This in vitro dental materials study examines adhesive treatments and hybrid-layer thickness in non-carious cervical lesions and does not involve exposure to bisphenol A (or its analogues) nor report any obesity-related outcomes.
3336,"NO — This in vitro study examines BPA effects on gap junctional intercellular communication and cell viability in a rat mammary epithelial cell line, not any outcome measure related to obesity."
3337,NO — The study investigates dental root canal/post cementation and dentine adhesives with no mention of bisphenol A or its listed analogues and reports mechanical bond outcomes rather than any obesity-related measures.
3338,NO — The study evaluates dental sealant retention comparing CO2 laser vs acid etching and does not involve bisphenol A (or listed analogues) exposures nor report any obesity-related outcomes.
3339,NO — This is an immunochemical/assay development study characterizing monoclonal and recombinant antibodies to bisphenol A and does not report any obesity-related outcomes.
3340,"NO — Although this is an animal study of BPA exposure, the reported outcomes concern gonadotropin gene expression and reproductive/endocrine effects, not any obesity-related measures."
3341,"NO — Although the study examines BPA/BPAF exposures in an in vitro estrogen transcription assay (meeting the exposure and study-type criteria), it does not report any outcomes related to obesity."
3342,NO — Reports environmental monitoring detecting bisphenol A in water supplies but does not include human/animal/in vitro research or any outcome measures related to obesity.
3343,NO — This paper studies color degradation of dental composites under UV light and does not report exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes.
3344,"NO — Although bisphenol A is mentioned as reproducing DDT’s effects, the study investigates FSH receptor signaling and Sertoli cell/spermatogenesis outcomes (fertility) in rat/in vitro models and reports no obesity-related measures."
3345,NO — Title describes a tool for debonding clean-up (likely dental/orthodontic) and does not mention BPA/BPA analogues or any obesity-related outcomes.
3346,"NO — Although the paper mentions that one cement contains Bisphenol A, it reports only flexural strength of dental resin cements (an in vitro materials/mechanical study) and does not assess any obesity-related outcomes."
3347,NO — This is a materials science study of viscoelastic properties of dental composites with no mention of bisphenol A (or listed analogues) or any obesity-related outcomes.
3348,NO — the paper examines perinatal BPA exposure effects on midbrain dopaminergic neuron apoptosis and tyrosine hydroxylase expression in rats but does not report any obesity- or adiposity-related outcome measures.
3349,"NO — The paper describes dental composite materials based on a BPA-derived methacrylate and reports mechanical properties of the materials, not any exposure/outcome related to obesity."
3350,"NO — This is a materials/adsorption study on preparing activated carbons and their capacity to adsorb bisphenol A, not a human/animal/in vitro study reporting any obesity-related outcomes."
3351,"NO — although the study includes bisphenol A and is an in vitro investigation, it reports receptor/coactivator binding and gene reporter activity with no outcomes related to obesity."
3352,NO — This paper studies dental fissure sealant wear in premolars and does not involve exposure to bisphenol A or its listed analogues nor report any obesity-related outcomes.
3353,YES — The mouse study used the bisphenol-A-derived inhibitor bisphenol-A-diglycidyl ether (BADGE) and reports adiponectin secretion (an obesity-related outcome) in an animal model.
3354,"NO — the paper only mentions BPA as a comparator in in vitro estrogenicity assays while studying chlorpropham metabolism and cell toxicity, and it reports no outcomes related to obesity."
3355,"NO — the study examines BPA effects in human granulosa cells (in vitro) on steroidogenesis (IGF-1, aromatase, estradiol) and cell proliferation, but does not report any obesity-related outcomes."
3356,NO — The title indicates early BPA studies focused on orthodontic adhesives and does not report any obesity-related outcome measures.
3357,NO — This is an analytical migration/exposure study measuring BPA leaching from bottles and does not report any obesity-related outcomes or human/animal/in vitro obesity experiments.
3358,NO — This is an in vitro dental microleakage study of a condensable resin composite and does not mention exposure to BPA or the specified bisphenol analogues nor report any obesity-related outcomes.
3359,"NO — while the resin contains an ethoxylated bisphenol A derivative (EBPADMA), this is a materials study of dental composites reporting mechanical and remineralization outcomes and does not report any obesity-related measures."
3360,"NO — This article is a general review/overview of dental materials (composites, cements, amalgams, ceramics) and does not report research on bisphenol A (or listed analogues) exposures or any obesity-related outcomes."
3361,"NO — Methods paper on extracting/detecting BPA from environmental water samples with no human, animal, or in vitro study and no outcomes related to obesity."
3362,NO — This dental materials study examines photopolymerization methods for composite resins and does not investigate bisphenol A (or listed analogues) exposures or any obesity-related outcomes.
3363,NO — This is an in vitro dental materials study on shear bond strength in bovine dentin and does not involve bisphenol A or its analogues nor any obesity-related outcomes.
3364,NO — This is an in vitro dental microleakage study about acid etching and dentin bonding agents and does not involve bisphenol A (or listed analogues) nor report any obesity-related outcomes.
3365,"NO — although it measures BPA exposure in humans, the outcomes are bone mineral density and bone metabolism in osteoporosis, not any obesity-related measures."
3366,"YES — This animal study exposes Euborellia annulipes to bisphenol A and reports changes in weight gain (reduced), an outcome relevant to obesity-related measures."
3367,"NO — While the paper examines bisphenol A leaching from aluminium tube coatings, it is an analytical/materials study of contamination in semi-solid dosage forms and does not report any outcomes related to obesity."
3368,"NO — This is an analytical methods paper validating LC-MS/MS detection of bisphenol-A and bisphenol-F in honey and does not report any human, animal, or in vitro outcomes related to obesity."
3369,"NO — Although the study measures BPA in human leiomyoma patients, its outcome is leiomyoma growth (fibroid size), not any obesity-related measure, so it does not meet the inclusion criteria."
3370,NO — the paper measures BPA exposure in pregnant women but does not report any obesity-related outcomes.
3371,"NO — Animal study of BPA exposure examining spermatogenesis, reproductive hormones, and germ cell apoptosis in rats, with no obesity-related outcomes reported."
3372,"NO — This is an analytical chemistry methods paper about detecting bisphenol A in environmental water samples and does not report any human, animal, or in vitro exposure–outcome measures related to obesity."
3373,NO — This is a methods paper using bisphenol A polycarbonate as a substrate for peptide microarrays and does not study BPA (or its analogues) as an exposure nor report any obesity-related outcomes.
3374,"NO — Although the study investigates BPA's effects on human and rat 11β-HSD1/2 (in vitro/ex vivo), it reports only enzyme inhibition data and does not present any obesity-related outcome measures (e.g., adiposity, weight, adipocyte differentiation, or metabolic endpoints)."
3375,NO — This materials science study tests dental resin monomers (BisGMA/UDMA/TEGDMA) for polymerization stress in composites and does not assess exposure to bisphenol A (BPA) or the listed BPA synonyms nor report any obesity-related outcomes.
3376,NO — This study concerns MMP activity and bond strength in deciduous vs permanent dentine with resin adhesives and does not investigate bisphenol A (or listed analogues) nor any obesity-related outcomes.
3377,NO — The study measures bisphenol A concentrations and estrogenicity in wastewater/sludge (and uses in vitro yeast assays) but does not report any outcomes related to obesity.
3378,NO — This is an in vitro dental materials study on provisional crown retention using polymethyl methacrylate and bis-acrylic cements and does not mention bisphenol A or its analogues nor report any obesity-related outcomes.
3379,"NO — this study examines fluoride in phosphoric acid on enamel uptake and bond strength, not exposure to BPA or its analogues nor any obesity-related outcomes."
3380,YES — Human study measuring bisphenol A levels and reporting obesity-related measures (BMI-based lean vs overweight groups and insulin resistance correlations) in women with PCOS.
3381,"NO — This in vitro dental materials study involves Bis-GMA-containing adhesives (not BPA or the listed BPA analogues) and reports caries inhibition/fluoride-release outcomes, not any obesity-related measures."
3382,"NO — Although this is an animal study of BPA exposure, the measured outcome is ERα expression in medaka anal fins (a sexual development endpoint), not any obesity-related outcome."
3383,"NO — Although the study examines BPA exposure in rats, its outcomes are neurobehavioral (memory and dendritic spine changes) rather than any obesity-related measures."
3384,"NO — Although bisphenol A (BPA) is one of the chemicals measured, this is an environmental/engineering study on wastewater removal in bioreactors and does not report any obesity-related outcomes or biological (human/animal/in vitro) effects."
3385,"NO — Animal study of perinatal BPA examining corticosterone, hippocampal glucocorticoid receptors, and behavior (memory/anxiety), with no obesity-related outcomes reported."
3386,NO — This in vitro study assesses estrogenic activity and cell proliferation induced by BPA/BPA-DM in breast cancer cell lines and does not report any obesity-related outcomes.
3387,NO — This study investigates microtensile bond strength of dental sealants on enamel substrates and does not involve exposure to bisphenol A or its specified analogues nor report any obesity-related outcomes.
3388,NO — This in vitro study examines bisphenol A–induced ERK signaling and receptor/G-protein interactions in pituitary tumor cells but does not report any obesity-related outcomes.
3389,"NO — The study examines neuronal differentiation (using the PPAR-γ antagonist bisphenol A diglycidyl ether) and reports no outcomes related to obesity, so it does not meet the obesity-outcome inclusion criterion."
3390,NO — This is an in vitro dental materials study of adhesive bond strengths and does not mention exposure to bisphenol A (or listed analogues) nor report any obesity-related outcomes.
3391,NO — The study measures BPA exposure in preschool children (human) but is an exposure assessment and does not report any obesity-related outcome measures.
3392,"NO — This is an NMR methodological study using bisphenol A only as an internal diffusion reference and does not investigate BPA exposure, its analogues, or any obesity-related outcomes in human, animal, or in vitro studies."
3393,NO — the study involves bisphenol A exposure in fish but reports effects on p53 gene expression (gene expression/carcinogenesis-related) rather than any outcome measures related to obesity.
3394,NO — Method development paper for GC/MS detection of BPA in human urine (and other analytes) with no reported outcomes related to obesity.
3395,"NO — This is a dental materials study of Bis‑GMA/TEGDMA resin bond strength and enamel fracture in extracted teeth (Bis‑GMA is a BPA‑derived monomer), but it does not report BPA (or listed analogues) exposure effects on any obesity-related outcome."
3396,NO — This is an in vitro dental materials study on micro-tensile bond strength to bovine sclerotic dentine with no mention of bisphenol A or its analogues and no outcomes related to obesity.
3397,NO — Dental study on occlusal conditions and sealant retention with no mention of bisphenol A (or listed analogues) or any obesity-related outcome.
3398,NO — The study evaluates shear bond strengths of dental one-bottle adhesives on bovine enamel and does not report exposure to BPA or listed analogues nor any outcomes related to obesity.
3399,"NO — The study measures BPA concentrations in activated sludge (environmental samples) and does not report any obesity-related outcomes nor use human, animal, or in vitro experimental designs."
3400,NO — This is an environmental/materials study on adsorption/removal of bisphenol A from water using magnetic molecularly imprinted polymers and does not report any biological or obesity-related outcome measures.
3401,NO — The study concerns dental sealant retention in adults and does not mention exposure to BPA or its analogues nor report any obesity-related outcomes.
3402,"NO — Although the study measured bisphenol A in sediments and used in vitro yeast estrogenicity assays, it does not report any outcome measures related to obesity."
3403,NO — This is a clinical dentistry study evaluating performance of two posterior composite resins and does not mention exposure to BPA or the specified bisphenol analogues nor report any obesity-related outcomes.
3404,NO — Study examines BPA binding to bovine hemoglobin using spectroscopic and modeling methods (molecular/toxicology in vitro) and does not report any outcomes related to obesity.
3405,"NO — This is an analytical chemistry methods paper describing on-chip detection of bisphenol A in water and does not report any BPA exposure–related health outcomes (including obesity) or involve human, animal, or in vitro studies of effects."
3406,NO — The paper examines brominated bisphenol A and other organobromines in in vitro lipoxygenase assays but does not report any obesity-related outcomes.
3407,"NO — This in vitro dental materials study tests catechin and chlorhexidine in Bis-GMA/TEGDMA resins for antibacterial effects on Streptococcus mutans, not exposure to BPA or the specified analogues nor any obesity-related outcomes."
3408,NO — The study examines genotoxic effects (micronuclei induction) of bisphenol A in vitro and does not report any outcomes related to obesity.
3409,NO — This is a dental resin-dentin bonding/fractographic study with no mention of bisphenol A or the specified analogues and reports no obesity-related outcomes.
3410,"NO — This is a dental fissure-sealant study (Nuva-seal vs Alphaseal, two-year follow-up) and does not report exposure to BPA or its specified analogues nor any obesity-related outcomes."
3411,NO — This dental materials study on resin-dentin bond strength in extracted teeth does not mention bisphenol A or its analogues and reports no obesity-related outcomes.
3412,NO — This clinical trial assesses orthodontic bracket bond failure and does not mention exposure to bisphenol A or its specified analogues nor report any obesity-related outcomes.
3413,"NO — Although bisphenol-A is listed among contaminants studied, this is a photocatalytic water-treatment/chemical degradation study and does not report any human, animal, or in vitro biological exposure data or outcomes related to obesity."
3414,"NO — The study examines alcoholic beverages' effect on dental composite wear (in vitro), does not mention bisphenol A or its listed analogues, and reports no obesity-related outcomes."
3415,NO — This is an in vitro dental materials wear/adaptation study of composite resin inlays with no mention of bisphenol A or the specified bisphenol analogues and no obesity-related outcomes.
3416,NO — The record appears to be a dental materials study comparing bonding resins and does not mention exposure to BPA/its analogues or any obesity-related outcomes.
3417,"NO — the study examines BPA exposure effects on MCF-7 cell proliferation and viability in vitro but does not report any obesity-related outcomes, so it does not meet the inclusion criteria."
3418,NO — This is an in vitro dental materials study of fiber-post cementation and push-out bond strength (using RelyX cements) with no mention of bisphenol A or its listed analogues and no obesity-related outcomes.
3419,"NO — The study involves a BPA-based dental bonding material (bisphenol A diglycidylmethacrylate) but reports dental outcomes (retainer bond survival/failures), not any obesity-related measures."
3420,NO — the paper measures presence/migration of bisphenol A and phthalates in baby food containers but does not report any outcomes related to obesity.
3421,NO — This study focuses on high-pressure/high-temperature polymerization and mechanical characterization of dental resin composites and does not report exposure to BPA (or listed analogues) nor any outcomes related to obesity.
3422,NO — The study title concerns dentinal surfaces of composite restorations after caries removal and does not mention exposure to BPA or its analogues nor any obesity-related outcomes.
3423,NO — the study examines bisphenol A effects on E. coli stress-response gene expression in vitro and does not report any obesity-related outcomes.
3424,"NO — This is a general question about health concerns of BPA, not a research record reporting a human/animal/in vitro study or any obesity-related outcome."
3425,"NO — The title ""Direct bonding with light-cured adhesives"" does not mention bisphenol A or its analogues nor any obesity-related outcomes and likely refers to a dental materials/procedure study unrelated to the inclusion criteria."
3426,"NO — although the study measures release of bisphenol-A from dental composites (an allowed exposure), it is an in vitro materials study and does not report any obesity-related outcomes."
3427,NO — this is a materials study of ceramic surface wetting by water and dental adhesive resin with no mention of bisphenol A (or its analogues) and no obesity-related outcomes.
3428,NO — This study examines polymerization pressure effects on the mechanical properties of dental composites and does not investigate exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes.
3429,NO — This is a dental materials study of dentin adhesive bond strength with no mention of bisphenol A/analogues or any obesity-related outcomes.
3430,"NO — The study involves BPA exposure in juvenile fish but reports estrogen receptor and vitellogenin gene expression (development/reproduction biomarkers), not any outcomes related to obesity."
3431,NO — This is an in vitro dental materials study of BisGMA/HEMA adhesive penetration (BisGMA is a BPA-derived monomer) and does not report any obesity-related outcomes.
3432,NO — Study assesses dermal absorption and metabolism of BPA in human and pig skin models but does not report any outcomes related to obesity.
3433,"NO — Although the study includes exposure to bisphenol A in an animal (copepod) model, the reported outcomes are developmental and reproductive endpoints (developmental timing, fecundity, sex ratio, survival) and do not include any obesity-related measures."
3434,"YES — This human-focused review explicitly includes a study of bisphenol A and reports obesity-related outcomes (body size/weight gain/waist circumference), meeting the exposure and outcome inclusion criteria."
3435,"NO — Although this animal study examines exposure to BPA, it reports testicular/spermiogenesis outcomes (reproductive effects) and includes no obesity-related measures."
3436,NO — This is a materials study of polymerization modes for orthodontic adhesives and does not mention exposure to BPA or the specified bisphenol analogues nor report any obesity-related outcomes.
3437,NO — This ex vivo dental materials study evaluates bonding techniques of a resin-modified glass ionomer cement and does not involve bisphenol A or its specified analogues nor report any outcomes related to obesity.
3438,"NO — Although this animal study examines transgenerational effects of BPA on hippocampal neurogenesis and cognitive/molecular outcomes, it does not report any obesity-related measures (e.g., body weight, adiposity, or metabolic outcomes)."
3439,"NO — Although bisphenol A is discussed in the context of regulatory risk assessments, the article is a review of regulatory frameworks and risk-assessment procedures and does not report any obesity-related outcome measures."
3440,"NO — This is a materials study of Bis-GMA/TEGDMA dental resin mechanical properties (fracture toughness, crosslink density, hardness) and does not examine exposure to BPA or specified analogues nor report any obesity-related outcomes in human, animal, or biological models."
3441,NO — This in vitro study assesses cytotoxicity of orthodontic bonding agents and glove materials (latex/vinyl) and does not mention exposure to BPA or its analogues nor report any obesity-related outcomes.
3442,"NO — although the in vitro study tests bisphenol A, it is an androgen-reporter assay and does not report any outcomes related to obesity."
3443,"NO — The paper studies BPA effects on ARNT2 mRNA expression in breast cancer cell lines (in vitro) with outcomes related to estrogen signaling/cancer, not any obesity-related measures."
3444,"YES — Animal study of maternal bisphenol A (BPA) exposure that reports effects on maternal body weight and offspring growth (body-weight outcomes relevant to obesity), meeting the exposure and study-design criteria."
3445,"YES — The record studies exposure to bisphenol A (a listed exposure), but the outcome reported (onset of polycystic ovarian syndrome) does not explicitly mention obesity so relevance to obesity-related outcomes is unclear."
3446,NO — this study evaluates enamel bond strength of two fissure sealants on extracted human teeth and does not investigate exposure to BPA/analogues or any obesity-related outcomes.
3447,NO — This is an analytical migration study measuring BPA release from polycarbonate bottles and does not report any obesity-related outcomes or biological (human/animal/in vitro) effects.
3448,"NO — the paper examines BPA effects on hippocampal synaptic plasticity and spine changes in neuronal preparations but does not report any obesity-related outcomes, so it does not meet the inclusion criteria."
3449,NO — This is an in vitro dental materials study on pulpal pressure and dentin bond strength with no assessment of bisphenol A/analogues exposure or any obesity-related outcomes.
3450,NO — This ex vivo study examines fracture resistance of bovine bone samples with fibre-reinforced composite posts and does not assess exposure to BPA or its listed analogues nor report any obesity-related outcomes.
3451,NO — This study assesses dentin adhesive bonding performance (microtensile strength and morphology) of dental adhesives and does not mention exposure to BPA or the specified bisphenol analogues nor any obesity-related outcomes.
3452,NO — Environmental monitoring study measuring atmospheric BPA concentrations without any human/animal/in vitro exposure or outcomes related to obesity.
3453,"NO — the paper discusses low-dose effects of bisphenol A on reproductive/endocrine outcomes (e.g., oviduct rupture, prostate enlargement, sperm quality) but does not report any obesity-related measures."
3454,"YES — The review describes the National Children's Study, a large prospective human cohort focused on environmental chemical exposures and obesity (with specimen banking for future analyses), so it could include BPA or its analogues even though they are not explicitly named."
3455,NO — This is an in vitro dental materials study on ceramic surface treatments and resin bond strength and does not involve bisphenol A or its analogues nor any obesity-related outcomes.
3456,NO — This is a dental materials study of fluoride-releasing sealants and does not report exposure to BPA or the specified analogues nor any outcomes related to obesity.
3457,"NO — This is an orthodontic materials study on curing devices and bracket adhesives reporting bond strength and microleakage, with no mention of bisphenol A or its analogues or any obesity-related outcomes."
3458,NO — Animal pharmacokinetic study of bisphenol A (bioavailability and milk excretion) in rats that does not report any obesity- or weight-related outcomes.
3459,NO — This is a dental materials study on polymerization contraction in extracted human teeth and does not involve bisphenol A or the listed analogues nor report any obesity-related outcomes.
3460,"YES — The title reports estrogenic activity of commercial animal feed and effects on mouse body weight but does not specify whether bisphenol A or the listed analogues were measured or tested, so relevance is unclear."
