id,citation,title,abstract,label
3592,"5079.G. Gayan-Ramirez and M. Decramer. 1997. Corticosteroid-induced myopathy: Clinical relevance. Medecine et Hygiene 55(2159): 752-758. #Accession Number#. Skeletal muscle myopathy, a well-known side effect of systemically administered corticosteroids involves both respiratory and peripheral muscles. In patients, chronic myopathy may occur after prolonged treatment with moderate doses of either fluorinated or non-fluorinated corticosteroids and is characterized by the gradual onset of proximal limb muscle weakness and a generalized fiber atrophy of the quadriceps associated with myopathic changes. We reproduced these changes in animal models, signalling that steroid treatment is responsible for them. Recovery of muscle force after cessation of treatment occurs but may be protracted. The severity of corticosteroid-induced myopathy appears to depend upon the type of steroid used, the treatment duration, the dose and the treatment regimen where repetitive burst treatment effects are worse than those obtained with continuous treatment with the same dose. Acute myopathy may develop during short-term treatment with massive doses of corticosteroids and is characterized by generalized fiber necrosis and rhabdomyolysis. Animal studies suggested that the latter may result from a combined effect of corticosteroids with other agents.",Corticosteroid-induced myopathy: Clinical relevance,"Skeletal muscle myopathy, a well-known side effect of systemically administered corticosteroids involves both respiratory and peripheral muscles. In patients, chronic myopathy may occur after prolonged treatment with moderate doses of either fluorinated or non-fluorinated corticosteroids and is characterized by the gradual onset of proximal limb muscle weakness and a generalized fiber atrophy of the quadriceps associated with myopathic changes. We reproduced these changes in animal models, signalling that steroid treatment is responsible for them. Recovery of muscle force after cessation of treatment occurs but may be protracted. The severity of corticosteroid-induced myopathy appears to depend upon the type of steroid used, the treatment duration, the dose and the treatment regimen where repetitive burst treatment effects are worse than those obtained with continuous treatment with the same dose. Acute myopathy may develop during short-term treatment with massive doses of corticosteroids and is characterized by generalized fiber necrosis and rhabdomyolysis. Animal studies suggested that the latter may result from a combined effect of corticosteroids with other agents.",0
3593,"5087.M. Juanhong, Z. Yincheng, H. Yongsheng, L. Jiawei and T. Jingshi. 1997. Effects of capsaicin on the Jaw-Opening Reflex evoked by stimulating Trigeminal nerve in adult rats. Journal of Xi'an Medical University, English Edition 9(2): 122-126. #Accession Number#. In order to find a simple and effective treatment of Trigeminal Neuralgia, the infraorbital branches of trigeminal nerves were exposed and soaked for 20 min with 1.5% capsaicin solution. We used electrophysiological histochemical techniques to study the effect of capsaicin. It showed that the threshold of JawOpening Reflex elicited by electric stimulus on the infraorbital nerve increased by about 100%. In the meantime, fluoride resistant acid phosphatase present in the terminals of the fine afferent fibres in substantia gelatinosa of medulla oblongata was reduced, in some cases even disappeared. The results indicated that capsaicin, could inhibit the conduction of pain fibres of trigeminal nerves, and had a great analgesic effect.",Effects of capsaicin on the Jaw-Opening Reflex evoked by stimulating Trigeminal nerve in adult rats,"In order to find a simple and effective treatment of Trigeminal Neuralgia, the infraorbital branches of trigeminal nerves were exposed and soaked for 20 min with 1.5% capsaicin solution. We used electrophysiological histochemical techniques to study the effect of capsaicin. It showed that the threshold of JawOpening Reflex elicited by electric stimulus on the infraorbital nerve increased by about 100%. In the meantime, fluoride resistant acid phosphatase present in the terminals of the fine afferent fibres in substantia gelatinosa of medulla oblongata was reduced, in some cases even disappeared. The results indicated that capsaicin, could inhibit the conduction of pain fibres of trigeminal nerves, and had a great analgesic effect.",0
3594,"5093.P. Wallis, R. Gehr and P. Anderson. 1996. Fluorides in wastewater discharges: Toxic challenges to the St. Lawrence river biological community. Water Quality Research Journal of Canada 31(4): 809-838. #Accession Number#. This literature review examines the risk to fluvial organisms of fluoride released to the St Lawrence River by the Montréal Urban Community wastewater treatment plant. The following key points are presented regarding the behaviour of fluoride in aquatic systems: fluoride is not removed by primary sewage treatment methods; fluoride from the treatment plant is rapidly diluted to background levels; aquatic plants do not accumulate significant levels of fluoride; fluoride is generally sequestered in the shell/exoskeleton/skeleton and skin of animals and released via the urinary system; fluoride ion is not very toxic in aquatic systems; there is rarely a large difference between acute and chronic (or lethal and sublethal) threshold levels of fluoride in aquatic systems; the most sensitive aquatic organisms are trout and fingernail clams; finally, the only significant evidence of synergistic action is with aluminium. It is concluded that fluoridation of the city of Montreal's drinking water would not pose any significant additional risk to the biological community in the receiving waters of the St. Lawrence River.",Fluorides in wastewater discharges: Toxic challenges to the St. Lawrence river biological community,"This literature review examines the risk to fluvial organisms of fluoride released to the St Lawrence River by the Montréal Urban Community wastewater treatment plant. The following key points are presented regarding the behaviour of fluoride in aquatic systems: fluoride is not removed by primary sewage treatment methods; fluoride from the treatment plant is rapidly diluted to background levels; aquatic plants do not accumulate significant levels of fluoride; fluoride is generally sequestered in the shell/exoskeleton/skeleton and skin of animals and released via the urinary system; fluoride ion is not very toxic in aquatic systems; there is rarely a large difference between acute and chronic (or lethal and sublethal) threshold levels of fluoride in aquatic systems; the most sensitive aquatic organisms are trout and fingernail clams; finally, the only significant evidence of synergistic action is with aluminium. It is concluded that fluoridation of the city of Montreal's drinking water would not pose any significant additional risk to the biological community in the receiving waters of the St. Lawrence River.",0
3595,"5094.L. G. Palmer and G. Frindt. 1996. Amiloride-sensitive Na channels in the rat cortical collecting tubule are activated by GDPS. FASEB Journal 10(3): #Pages#. #Accession Number#. The conventional whole-cell clamp technique was used to measure amiloride-sensitive Na currents 0Na) in principal cells of the cortical collecting tubule of salt-restricted rats. Under these conditions cell composition was controlled by the patch-clamp pipette. Cl conductance was minimized with low Cl in bath and pipette solutions, and K conductance was minimized with 5 mM Ba+2 and 20 mM TEA in bath and pipette, respectively. The effect of dialysis with different nucleotides was examined. Under standard conditions (3 mM ATP, 0.3 mM GTP). iNa measured immediately after formation of the whole-cell clamp was 390 ±70 pA at a holding potential of -60 mV, and declined to 38 ±11 % of control levels after 15 minutes. Replacing ATP with ADP, or replacing GTP with GDP or GTPS had no significant effects on lNa or on the time course of its rundown. However, replacement of GTP with the non-hydrolyzable GDP analogue GDPßS caused a substantial improvement in the maintenance of INBI which was 115 ±15 % of its initial value after 15 minutes. In 6 out of 17 cases GDPßS increased INH above its initial level. This was never observed in the absence of this nucleotide. The effect of GDPßS was partially reversed byinclusion of aluminum fluoride (65 ±19%) or by a 10-fold excess of GTP (81 ± 19%) in the pipette solution. The results suggest that GDPßS stabilizes or activates Na channels either directly or through an interaction with a G protein.",Amiloride-sensitive Na channels in the rat cortical collecting tubule are activated by GDPS,"The conventional whole-cell clamp technique was used to measure amiloride-sensitive Na currents 0Na) in principal cells of the cortical collecting tubule of salt-restricted rats. Under these conditions cell composition was controlled by the patch-clamp pipette. Cl conductance was minimized with low Cl in bath and pipette solutions, and K conductance was minimized with 5 mM Ba+2 and 20 mM TEA in bath and pipette, respectively. The effect of dialysis with different nucleotides was examined. Under standard conditions (3 mM ATP, 0.3 mM GTP). iNa measured immediately after formation of the whole-cell clamp was 390 ±70 pA at a holding potential of -60 mV, and declined to 38 ±11 % of control levels after 15 minutes. Replacing ATP with ADP, or replacing GTP with GDP or GTPS had no significant effects on lNa or on the time course of its rundown. However, replacement of GTP with the non-hydrolyzable GDP analogue GDPßS caused a substantial improvement in the maintenance of INBI which was 115 ±15 % of its initial value after 15 minutes. In 6 out of 17 cases GDPßS increased INH above its initial level. This was never observed in the absence of this nucleotide. The effect of GDPßS was partially reversed byinclusion of aluminum fluoride (65 ±19%) or by a 10-fold excess of GTP (81 ± 19%) in the pipette solution. The results suggest that GDPßS stabilizes or activates Na channels either directly or through an interaction with a G protein.",0
3596,"5097.W. Stelmaszuk. 1996. Biotest of water polluted with selected toxic compounds with application of Spirostomum Ambiguum as test object. Polish Journal of Environmental Studies 5(5): 41-47. #Accession Number#. The following toxic compounds were administered to the biotest with the application of the protozoan Spirostomum ambiguum as the test object: sodium cyanide, isopropylic methanophosphoric acid ester fluoride (sarin) and phosphoric acid 0-ethylo n-dimethyloamid ester cyanide (tabun). For the purpose of the LC 50 calculations, i.e. the concentrations of the sodium cyanide, sarin and tabun causing death in 50% of the tested Spirostomum ambiguum after an established period of test time, the Münch Reed method as well as as the B-splines, cubic splines and the Bezier curves were used. Calculations have also been made with regard to the average LC 50 concentrations of the analyzed compounds, the standard deviations and confidence intervals. The behavior of Spirostomum ambiguum was observed, establishing the time of death of two organisms. The measurement was carried out 21 times for each concentration and compound in three measuring cycles. On the basis of the data base from the biotest, the following have been proposed: the established LC 50 values, standard deviations and confidence intervals, the identification of an unknown toxic compound existing in water and determining the concentration of this compound. It has been concluded that Spirostomum ambiguum satisfies the requirements imposed on test animals for the purpose of bioanalysis of sodium cyanide, sarin and tabun.",Biotest of water polluted with selected toxic compounds with application of Spirostomum Ambiguum as test object,"The following toxic compounds were administered to the biotest with the application of the protozoan Spirostomum ambiguum as the test object: sodium cyanide, isopropylic methanophosphoric acid ester fluoride (sarin) and phosphoric acid 0-ethylo n-dimethyloamid ester cyanide (tabun). For the purpose of the LC 50 calculations, i.e. the concentrations of the sodium cyanide, sarin and tabun causing death in 50% of the tested Spirostomum ambiguum after an established period of test time, the Münch Reed method as well as as the B-splines, cubic splines and the Bezier curves were used. Calculations have also been made with regard to the average LC 50 concentrations of the analyzed compounds, the standard deviations and confidence intervals. The behavior of Spirostomum ambiguum was observed, establishing the time of death of two organisms. The measurement was carried out 21 times for each concentration and compound in three measuring cycles. On the basis of the data base from the biotest, the following have been proposed: the established LC 50 values, standard deviations and confidence intervals, the identification of an unknown toxic compound existing in water and determining the concentration of this compound. It has been concluded that Spirostomum ambiguum satisfies the requirements imposed on test animals for the purpose of bioanalysis of sodium cyanide, sarin and tabun.",0
3597,"5098.J. L. Guerin. 1996. Effects of metabolic inhibitors and analogous minerals on the rate of zinc transport across an in vitro model of the blood-brain barrier (BBB). FASEB Journal 10(3): #Pages#. #Accession Number#. An in vitro model of the BBB was constructed by culturing porcine brain capillary cells on polycarbonate membranes suspended between two chambers of media, representing the capillary lumen and the cerebrospinal fluid (CSF) of the brain. The lumenal medium consisted of whole pig serum and the ablumenal chamber contained artificial CSF. The rate of zinc transport across the BBB model was measured using a 55Zn tracer. The metabolic inhibitors sodium azide (5.0 mM), sodium fluoride (5.0 mM), 2-deoxy-d-glucose (20 mM), and 2,4-dinitrophenoI (0.3 mM) were added to the serum to determine the energy needs of zinc transport. Specificity of the transporter for zinc was investigated by adding analogous minerals (AI, Cd, Cu, Mn, Pb) to the serum at concentrations twice that of zinc. Barrier integrity of our capillary monolayers was monitored by measuring electrical resistance immediately after experimentation. Zinc transport rate was reduced (P &lt; 0.01) by 37% in the presence of 2deoxy-d-glucose, but was not affected by the other metabolic inhibitors or any of the analogous minerals. Our results suggest that zinc transport may be an energy dependent process and is specific for Zn, relative to potential competition with AI, Cd, Cu, Mn, and Pb.",Effects of metabolic inhibitors and analogous minerals on the rate of zinc transport across an in vitro model of the blood-brain barrier (BBB),"An in vitro model of the BBB was constructed by culturing porcine brain capillary cells on polycarbonate membranes suspended between two chambers of media, representing the capillary lumen and the cerebrospinal fluid (CSF) of the brain. The lumenal medium consisted of whole pig serum and the ablumenal chamber contained artificial CSF. The rate of zinc transport across the BBB model was measured using a 55Zn tracer. The metabolic inhibitors sodium azide (5.0 mM), sodium fluoride (5.0 mM), 2-deoxy-d-glucose (20 mM), and 2,4-dinitrophenoI (0.3 mM) were added to the serum to determine the energy needs of zinc transport. Specificity of the transporter for zinc was investigated by adding analogous minerals (AI, Cd, Cu, Mn, Pb) to the serum at concentrations twice that of zinc. Barrier integrity of our capillary monolayers was monitored by measuring electrical resistance immediately after experimentation. Zinc transport rate was reduced (P < 0.01) by 37% in the presence of 2deoxy-d-glucose, but was not affected by the other metabolic inhibitors or any of the analogous minerals. Our results suggest that zinc transport may be an energy dependent process and is specific for Zn, relative to potential competition with AI, Cd, Cu, Mn, and Pb.",0
3598,"5102.C. Abjornson, W. R. Walsh and N. Guzelsu. #year#. Interfacial interactions of rat cortical bone of varying age. #journal# 2(#issue#): 681. #Accession Number#. Changes in the mechanical properties of the femoral cortical bone were examined in rats as a function of age and fluoride treatment. Three solutions were used as aging and fluoride treatment agents, namely, NaCl, Na2HPO4 and NaF. Results indicate that the effect of fluoride is more evident in young bone than in mature bone. The experimental data also suggest that the mechanical properties of the femoral cortical bone are directly related to the maturation of the bone.",Interfacial interactions of rat cortical bone of varying age,"Changes in the mechanical properties of the femoral cortical bone were examined in rats as a function of age and fluoride treatment. Three solutions were used as aging and fluoride treatment agents, namely, NaCl, Na2HPO4 and NaF. Results indicate that the effect of fluoride is more evident in young bone than in mature bone. The experimental data also suggest that the mechanical properties of the femoral cortical bone are directly related to the maturation of the bone.",0
3599,"5111.S. Hillier, H. Inskip, D. Coggon and C. Cooper. 1996. Water fluoridation and osteoporotic fracture. Community Dental Health 13 SUPPL. 2(#issue#): 63-68. #Accession Number#. Osteoporotic fractures constitute a major public health problem. These fractures typically occur at the hip, spine and distal forearm. Their pathogenesis is heterogeneous, with contributions from both bone strength and trauma. Water fluoridation has been widely proposed for its dental health benefits, but concerns have been raised about the balance of skeletal risks and benefits of this measure. Fluoride has potent effects on bone cell function, bone structure and bone strength. These effects are mediated by the incorporation of fluoride ions in bone crystals to form fluoroapatite, and through an increase in osteoblast activity. It is believed that a minimum serum fluoride level of 100 ng/ml must be achieved before osteoblasts will be stimulated. Serum levels associated with drinking water fluoridated to 1 ppm are usually several times lower than this value, but may reach this threshold at concentrations of 4 ppm in the drinking water. Animal studies suggest no effect of low-level (0-3 ppm) fluoride intake on bone strength, but a possible decrease at higher levels. Sodium fluoride has been used to treat established osteoporosis for nearly 30 years. Recent trials of this agent, prescribed at high doses, have suggested that despite a marked increase in bone mineral density, there is no concomitant reduction in vertebral fracture incidence. Furthermore, the increase in bone density at the lumbar spine may be achieved at the expense of bone mineral in the peripheral cortical skeleton. As a consequence, high dose sodium fluoride (80 mg daily) is not currently used to treat osteoporosis. At lower doses, recent trials have suggested a beneficial effect on both bone density and fracture. The majority of epidemiological evidence regarding the effect of fluoridated drinking water on hip fracture incidence is based on ecological comparisons. Although one Finnish study suggested that hip fracture rates in a town with fluoridated water were lower than those in a matching town without fluoride, a later study failed to show differences. Ecological studies from the United States and Great Britain have, if anything, revealed a weak positive association between water fluoride concentration and hip fracture incidence. Two studies examining hip fracture rates before and after fluoridation yielded discordant results, and are complicated by underlying time trends in hip fracture incidence. Only two studies have attempted to examine the relation between water fluoride concentration and fracture risk at an individual level. In one of these, women in a high fluoride community had double the fracture risk of women in a low fluoride community. In the other, there was no relationship between years of fluoride exposure and incidence of spine or non-spine fractures. In conclusion, the epidemiological evidence relating water fluoridation to hip fracture is based upon ecological comparisons and is inconclusive. However, several studies suggest the possibility of a weak adverse effect, which warrants further exploration. Data on the relationship between fluoride intake and hip fracture risk at the individual level, and data relating fluoridation to bone mineral density are required. Until these become available, the burden of evidence suggesting that fluoridation might be a risk factor for hip fracture is weak and not sufficient to retard the progress of the water fluoridation programme.",Water fluoridation and osteoporotic fracture,"Osteoporotic fractures constitute a major public health problem. These fractures typically occur at the hip, spine and distal forearm. Their pathogenesis is heterogeneous, with contributions from both bone strength and trauma. Water fluoridation has been widely proposed for its dental health benefits, but concerns have been raised about the balance of skeletal risks and benefits of this measure. Fluoride has potent effects on bone cell function, bone structure and bone strength. These effects are mediated by the incorporation of fluoride ions in bone crystals to form fluoroapatite, and through an increase in osteoblast activity. It is believed that a minimum serum fluoride level of 100 ng/ml must be achieved before osteoblasts will be stimulated. Serum levels associated with drinking water fluoridated to 1 ppm are usually several times lower than this value, but may reach this threshold at concentrations of 4 ppm in the drinking water. Animal studies suggest no effect of low-level (0-3 ppm) fluoride intake on bone strength, but a possible decrease at higher levels. Sodium fluoride has been used to treat established osteoporosis for nearly 30 years. Recent trials of this agent, prescribed at high doses, have suggested that despite a marked increase in bone mineral density, there is no concomitant reduction in vertebral fracture incidence. Furthermore, the increase in bone density at the lumbar spine may be achieved at the expense of bone mineral in the peripheral cortical skeleton. As a consequence, high dose sodium fluoride (80 mg daily) is not currently used to treat osteoporosis. At lower doses, recent trials have suggested a beneficial effect on both bone density and fracture. The majority of epidemiological evidence regarding the effect of fluoridated drinking water on hip fracture incidence is based on ecological comparisons. Although one Finnish study suggested that hip fracture rates in a town with fluoridated water were lower than those in a matching town without fluoride, a later study failed to show differences. Ecological studies from the United States and Great Britain have, if anything, revealed a weak positive association between water fluoride concentration and hip fracture incidence. Two studies examining hip fracture rates before and after fluoridation yielded discordant results, and are complicated by underlying time trends in hip fracture incidence. Only two studies have attempted to examine the relation between water fluoride concentration and fracture risk at an individual level. In one of these, women in a high fluoride community had double the fracture risk of women in a low fluoride community. In the other, there was no relationship between years of fluoride exposure and incidence of spine or non-spine fractures. In conclusion, the epidemiological evidence relating water fluoridation to hip fracture is based upon ecological comparisons and is inconclusive. However, several studies suggest the possibility of a weak adverse effect, which warrants further exploration. Data on the relationship between fluoride intake and hip fracture risk at the individual level, and data relating fluoridation to bone mineral density are required. Until these become available, the burden of evidence suggesting that fluoridation might be a risk factor for hip fracture is weak and not sufficient to retard the progress of the water fluoridation programme.",0
3600,"5132.C. A. DePaula, K. Koike, S. P. Kotha, C. L. J. Weinstein, C. Abjornson and N. Guzelsu. #year#. Effects of fluoride ions (F-) on the mechanical properties of bovine bone tissue with different ultrastructures. #journal# #volume#(#issue#): 19-20. #Accession Number#. Bovine cortical bone samples were tested in tension after being treated for three days in a 2.0M NaF solution. Randomly selected bone samples were obtained from 18 month old steer, 24 month old cow and 96 month old cow. The elastic modulus (E) and ultimate tensile stress (UTS) were obtained for a control group (0.145M saline) and a fluoride group for each age of bovine. The fluoride ion (F-) content of the bone was also measured to approximate the amount of absorption of the test conditions (0.952%). The results showed that fluoride ions induced a more pronounced effect on younger bone causing a greater overall decrease in E and UTS. The decrease in mechanical properties occurs because fluoride is thought to influence the interphasic bonding between the carbonated hydroxyapatite mineral and organic phases present in bone along with the bone mineral structure.",Effects of fluoride ions (F-) on the mechanical properties of bovine bone tissue with different ultrastructures,"Bovine cortical bone samples were tested in tension after being treated for three days in a 2.0M NaF solution. Randomly selected bone samples were obtained from 18 month old steer, 24 month old cow and 96 month old cow. The elastic modulus (E) and ultimate tensile stress (UTS) were obtained for a control group (0.145M saline) and a fluoride group for each age of bovine. The fluoride ion (F-) content of the bone was also measured to approximate the amount of absorption of the test conditions (0.952%). The results showed that fluoride ions induced a more pronounced effect on younger bone causing a greater overall decrease in E and UTS. The decrease in mechanical properties occurs because fluoride is thought to influence the interphasic bonding between the carbonated hydroxyapatite mineral and organic phases present in bone along with the bone mineral structure.",0
3601,"5135.C. Abjornson and N. Guzelsu. #year#. Effects of ovariectomization on interfacial interactions of cortical bone in the rat femur. #journal# #volume#(#issue#): 23-24. #Accession Number#. In recent years, many researchers have studied the changes in bone mass and biomechanical competence in relation to age and sex hormones due to the increase awareness of osteoporosis in the elderly. The objective of this study was to determine the effects of ovariectomization and aging on the cortical bone of the rat femur concentrating on the biomechanical properties and bone mass. The fluoride treatment technique was employed to understand the relationship between the biomechanical properties and the interfacial interactions between the mineral-organic interface of the cortical bone.",Effects of ovariectomization on interfacial interactions of cortical bone in the rat femur,"In recent years, many researchers have studied the changes in bone mass and biomechanical competence in relation to age and sex hormones due to the increase awareness of osteoporosis in the elderly. The objective of this study was to determine the effects of ovariectomization and aging on the cortical bone of the rat femur concentrating on the biomechanical properties and bone mass. The fluoride treatment technique was employed to understand the relationship between the biomechanical properties and the interfacial interactions between the mineral-organic interface of the cortical bone.",0
3602,"5139.M. Sasaki, K. Suzuki and F. Fujisawa. #year#. Trajectory tracking control of a flexible micro-manipulator using neural networks. #journal# 3(#issue#): 2939-2944. #Accession Number#. High precision positioning control of flexible micro-manipulators can be achieved by imitating aspects of human and animal behavior which involves the ability to learn and adapt to changes in environment. Artificial neural network modeling, which is a computational model for representing input/output relations, is an approach which can be applied is designing trained and self-learning motion control systems for micro-manipulators. A reference signal self-organizing control system using neural networks for flexible micro-manipulators is presented. The micro-manipulator is made of a bimorph piezo-electric high-polymer material (Poly Vinylidene Fluoride). This control system consists of both a plant with a feedback loop and a neural network with a feedforward loop. In this system, the neural network functions as the reference input filter and it organizes a new reference signal to the closed loop system. Numerical and experimental results show that the proposed control system is effective in tracking a reference signal.",Trajectory tracking control of a flexible micro-manipulator using neural networks,"High precision positioning control of flexible micro-manipulators can be achieved by imitating aspects of human and animal behavior which involves the ability to learn and adapt to changes in environment. Artificial neural network modeling, which is a computational model for representing input/output relations, is an approach which can be applied is designing trained and self-learning motion control systems for micro-manipulators. A reference signal self-organizing control system using neural networks for flexible micro-manipulators is presented. The micro-manipulator is made of a bimorph piezo-electric high-polymer material (Poly Vinylidene Fluoride). This control system consists of both a plant with a feedback loop and a neural network with a feedforward loop. In this system, the neural network functions as the reference input filter and it organizes a new reference signal to the closed loop system. Numerical and experimental results show that the proposed control system is effective in tracking a reference signal.",0
3603,"5140.M. Azria, D. H. Copp and J. M. Zanelli. 1995. 25 Years of salmon calcitonin: From synthesis to therapeutic use. Calcified Tissue International 57(6): 405-408. #Accession Number#. Although calcitonin has an established place in the treatment of Paget's disease of bone and certain disorders of calcium homeostasis, its most exciting clinical application is in the management of postmenopausal and senile osteoporosis. This disorder affects a vast number of women and, with the increasingly aging population, imposes a heavy burden on health care systems. Although other therapies for osteoporosis and other disorders of bone turnover (e.g., bisphosphonates, fluoride) are in use, many questions remain to be answered concerning their side effects and long-term safety, whereas salmon calcitonin is of proven safety. The introduction of salmon calcitonin nasal spray is a significant therapeutic advance, and the development of other noninjectable preparations will further increase the acceptability of calcitonin to patients and physicians alike. © 1995 Springer-Verlag New York Inc.",25 Years of salmon calcitonin: From synthesis to therapeutic use,"Although calcitonin has an established place in the treatment of Paget's disease of bone and certain disorders of calcium homeostasis, its most exciting clinical application is in the management of postmenopausal and senile osteoporosis. This disorder affects a vast number of women and, with the increasingly aging population, imposes a heavy burden on health care systems. Although other therapies for osteoporosis and other disorders of bone turnover (e.g., bisphosphonates, fluoride) are in use, many questions remain to be answered concerning their side effects and long-term safety, whereas salmon calcitonin is of proven safety. The introduction of salmon calcitonin nasal spray is a significant therapeutic advance, and the development of other noninjectable preparations will further increase the acceptability of calcitonin to patients and physicians alike. © 1995 Springer-Verlag New York Inc.",0
3604,"5143.S. Kariya, S. Isozaki, Y. Masubuchi, T. Suzuki and S. Narimatsu. 1995. Possible pharmacokinetic and pharmacodynamic factors affecting parkinsonism inducement by cinnarizine and flunarizine. Biochemical Pharmacology 50(10): 1645-1650. #Accession Number#. Potentialities of cinnarizine [1-(diphenylmethyl)-4-(3-phenyl-2-propenyl)piperazine, CZ] and its fluorine derivative flunarizine [1-[bis(4-fluorophenyl)-methyl]-4-(3-phenyl-2-propenyl)piperazine, FZ] to induce parkinsonism as an adverse effect were evaluated pharmacokinetically and pharmacodynamically in rats. In multiple-dose experiments, CZ or FZ was given to rats at a daily dose of 20 μmol/kg for 1, 5, 10, 15, and 30 days, and CZ, FZ, and the ring-hydroxylated metabolites of their cinnamyl moiety [1-(diphenylmethyl)-4-[3-(4′-hydroxyphenyl)-2-propenyl] piperazine, C-2 and 1-[bis(4-fluorophenyl)methyl]-4-[3-(4′-hydroxyphenyl)propenyl]piperazine, F-2] in the plasma and striatum were determined 24 hr after the final dose. Plasma and striatum concentrations of the above compounds except for FZ reached steady state after 10 doses, but their concentrations of FZ continued to increase throughout the experiments. The concentrations obtained after the 30 doses were in the order of FZ &amp;gt; F-2 &amp;gt; CZ &amp;gt; C-2 for the plasma and of F-2 &amp;gt; FZ &amp;gt; CZ &amp;gt; C-2 for the striatum. The ratios of striatum to plasma concentrations of C-2 and F-2 were 2.4 and 3 times higher than those of the parent drugs. Binding affinities of CZ, FZ, and their 10 metabolites for rat striatal dopamine D-2 receptors (D2-R) were assessed by competitive radioligand-binding studies using [3H]-N-[(2RS,3RS)-1-benzyl-2-methyl-3-pyrrolidinyl]-5-chloro-2-methoxy-4-methylamino-benzamide ([3H]-YM-09151-2). The IC50s calculated from their Ki values were in the order of F-2 &amp;lt; C-2 &amp;lt; FZ &amp;lt; CZ &amp;lt; C-4 ≪ F-1, indicating that C-2 and F-2 exhibit higher affinities for D2-R than the parent drugs, whereas affinities of other metabolites were 1 to 2 orders of magnitude less than those of C-2 and F-2. These results suggest some important roles of C-2 and F-2 in the development of parkinsonism as active metabolites during chronic medication with CZ and FZ, respectively. © 1995.",Possible pharmacokinetic and pharmacodynamic factors affecting parkinsonism inducement by cinnarizine and flunarizine,"Potentialities of cinnarizine [1-(diphenylmethyl)-4-(3-phenyl-2-propenyl)piperazine, CZ] and its fluorine derivative flunarizine [1-[bis(4-fluorophenyl)-methyl]-4-(3-phenyl-2-propenyl)piperazine, FZ] to induce parkinsonism as an adverse effect were evaluated pharmacokinetically and pharmacodynamically in rats. In multiple-dose experiments, CZ or FZ was given to rats at a daily dose of 20 μmol/kg for 1, 5, 10, 15, and 30 days, and CZ, FZ, and the ring-hydroxylated metabolites of their cinnamyl moiety [1-(diphenylmethyl)-4-[3-(4′-hydroxyphenyl)-2-propenyl] piperazine, C-2 and 1-[bis(4-fluorophenyl)methyl]-4-[3-(4′-hydroxyphenyl)propenyl]piperazine, F-2] in the plasma and striatum were determined 24 hr after the final dose. Plasma and striatum concentrations of the above compounds except for FZ reached steady state after 10 doses, but their concentrations of FZ continued to increase throughout the experiments. The concentrations obtained after the 30 doses were in the order of FZ &gt; F-2 &gt; CZ &gt; C-2 for the plasma and of F-2 &gt; FZ &gt; CZ &gt; C-2 for the striatum. The ratios of striatum to plasma concentrations of C-2 and F-2 were 2.4 and 3 times higher than those of the parent drugs. Binding affinities of CZ, FZ, and their 10 metabolites for rat striatal dopamine D-2 receptors (D2-R) were assessed by competitive radioligand-binding studies using [3H]-N-[(2RS,3RS)-1-benzyl-2-methyl-3-pyrrolidinyl]-5-chloro-2-methoxy-4-methylamino-benzamide ([3H]-YM-09151-2). The IC50s calculated from their Ki values were in the order of F-2 &lt; C-2 &lt; FZ &lt; CZ &lt; C-4 ≪ F-1, indicating that C-2 and F-2 exhibit higher affinities for D2-R than the parent drugs, whereas affinities of other metabolites were 1 to 2 orders of magnitude less than those of C-2 and F-2. These results suggest some important roles of C-2 and F-2 in the development of parkinsonism as active metabolites during chronic medication with CZ and FZ, respectively. © 1995.",0
